کد محصول,شناسه دسته بندی,دسته بندی,جزئیات محصول ( دسته بندی ),واحد اصلی,واحد فرعی,حداقل سفارش,حداکثر سفارش,درجه شمارش,ضریب محصول,قیمت پایه محصول,موجودی محصول
rahsakht-111090010000000000,4,کلاف مفتول,"نوع کلاف: کلاف کشش شده خام، سایز مفتول (mm): 9، گرید: -، تولید کننده: -",کیلوگرم,طاقه,20,4000,1,50,359091,0
rahsakht-112006021001000020,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 0.6، تولید کننده: میهن نور",کیلوگرم,طاقه ( کیلوگرم),1,10,1,20,536364,96
rahsakht-112007021001000020,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 0.7، تولید کننده: میهن نور",کیلوگرم,طاقه ( کیلوگرم),1,10,1,20,536364,384
rahsakht-112008021001000020,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 0.8، تولید کننده: میهن نور",کیلوگرم,طاقه ( کیلوگرم),1,10,1,20,531819,328
rahsakht-112010010000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: سرد، سایز مفتول گالوانیزه (mm): 1، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,8,1,25,500001,121.2
rahsakht-112012010000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: سرد، سایز مفتول گالوانیزه (mm): 1.2 (رابیتس بندی)، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,40,1,25,431819,2226.48
rahsakht-112012021001000020,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 1.2، تولید کننده: میهن نور",کیلوگرم,طاقه ( کیلوگرم),1,15,1,20,454546,672
rahsakht-112015010000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: سرد، سایز مفتول گالوانیزه (mm): 1.5، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,8,1,25,427273,230.72
rahsakht-112015020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 1.5، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,431819,0
rahsakht-112015021001000020,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 1.5، تولید کننده: میهن نور",کیلوگرم,طاقه ( کیلوگرم),1,15,1,20,454546,544
rahsakht-112015520000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 1.55، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,431819,276.8
rahsakht-112016010000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: سرد، سایز مفتول گالوانیزه (mm): 1.6، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,8,1,25,427273,0
rahsakht-112016020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 1.6، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,431819,599.2
rahsakht-112019020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 1.9، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,2335
rahsakht-112020020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 2، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,163.28
rahsakht-112021020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 2.1، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,1005.6
rahsakht-112022020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 2.2، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,1286.4
rahsakht-112024020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 2.4، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,1699.64
rahsakht-112027020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 2.7، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,538.8
rahsakht-112028020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 2.8، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,360
rahsakht-112029020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 2.9، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,1108.68
rahsakht-112030020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 3، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,320
rahsakht-112040020000000000,3,مفتول گالوانیزه,"نوع مفتول گالوانیزه: گرم، سایز مفتول گالوانیزه (mm): 4، تولید کننده: راه ساخت",کیلوگرم,طاقه ( کیلوگرم),1,10,1,50,422728,560.72
rahsakht-131220301200000,5,مشبک,"نوع مشبک: فوق سبک، سایز چشمه: 2*2، سایز مفتول (mm): 3، وزن هر مترمربع (kg): 4.2-4.4",کیلوگرم,برگ,1,50,1,9,377273,950.52
rahsakht-131440301200000,5,مشبک,"نوع مشبک: فوق سبک، سایز چشمه: 4*4، سایز مفتول (mm): 3، وزن هر مترمربع (kg): 2.5-2.7",کیلوگرم,برگ,1,90,1,5.5,381819,938.8
rahsakht-132220321200000,5,مشبک,"نوع مشبک: سبک، سایز چشمه: 2*2، سایز مفتول (mm): 3.2، وزن هر مترمربع (kg): 5-5.2",کیلوگرم,برگ,1,100,1,10,368182,368.12
rahsakht-132330421200000,5,مشبک,"نوع مشبک: سبک، سایز چشمه: 3*3، سایز مفتول (mm): 4.2، وزن هر مترمربع (kg): 5.6-6",کیلوگرم,برگ,1,80,1,12.5,368182,1158.92
rahsakht-132440321200000,5,مشبک,"نوع مشبک: سبک، سایز چشمه: 4*4، سایز مفتول (mm): 3.2، وزن هر مترمربع (kg): 3.6-3.8",کیلوگرم,برگ,1,140,1,7,368182,669.76
rahsakht-133220371200000,5,مشبک,"نوع مشبک: سنگین، سایز چشمه: 2*2، سایز مفتول (mm): 3.7، وزن هر مترمربع (kg): 6.2-6.4",کیلوگرم,برگ,1,80,1,12,359091,84.28
rahsakht-133330471200000,5,مشبک,"نوع مشبک: سنگین، سایز چشمه: 3*3، سایز مفتول (mm): 4.7، وزن هر مترمربع (kg): 8.3-8.4",کیلوگرم,برگ,1,60,1,16,359091,565.4
rahsakht-133440371200000,5,مشبک,"نوع مشبک: سنگین، سایز چشمه: 4*4، سایز مفتول (mm): 3.7، وزن هر مترمربع (kg): 4-4.2",کیلوگرم,برگ,1,120,1,8,359091,598.72
rahsakht-133550471200000,5,مشبک,"نوع مشبک: سنگین، سایز چشمه: 5*5، سایز مفتول (mm): 4.7، وزن هر مترمربع (kg): 5.2-5.4",کیلوگرم,برگ,1,90,1,10,359091,973.84
rahsakht-14010060001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 06، سایز مفتول (mm): -، وزن هر مترمربع (kg): 12.8 - 13",کیلوگرم,برگ,1,20,1,25,481819,285.64
rahsakht-14010080001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 08، سایز مفتول (mm): -، وزن هر مترمربع (kg): 12.8 - 13",کیلوگرم,برگ,1,20,1,25,477273,301.16
rahsakht-14010100001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 010، سایز مفتول (mm): -، وزن هر مترمربع (kg): 11.5 - 12",کیلوگرم,برگ,1,20,1,25,463637,447.32
rahsakht-14010120001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 012، سایز مفتول (mm): -، وزن هر مترمربع (kg): 11.5 - 12",کیلوگرم,برگ,1,20,1,25,463637,117.04
rahsakht-14010150001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 015، سایز مفتول (mm): -، وزن هر مترمربع (kg): 11.5 - 12",کیلوگرم,برگ,1,20,1,25,463637,209.96
rahsakht-14010200001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 020، سایز مفتول (mm): -، وزن هر مترمربع (kg): 11 - 11.5",کیلوگرم,برگ,1,20,1,25,463637,0
rahsakht-14010250001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 025، سایز مفتول (mm): -، وزن هر مترمربع (kg): 11 - 11.5",کیلوگرم,برگ,1,20,1,25,463637,349.2
rahsakht-14010300001020001,5,مشبک,"نوع مشبک: فولادی، سایز چشمه: 030، سایز مفتول (mm): -، وزن هر مترمربع (kg): 11 - 11.5",کیلوگرم,برگ,1,20,1,25,463637,184.4
rahsakht-150200060600000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 5 * 5، سایز مفتول (mm): 2، وزن هر مترمربع (kg): 1.2",کیلوگرم,برگ,1,300,1,2.5,418182,0
rahsakht-150300060600000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 6 * 6، سایز مفتول (mm): 3، وزن هر مترمربع (kg): 2",کیلوگرم,برگ,1,200,1,4,395455,18.96
rahsakht-150300101000000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 10*10، سایز مفتول (mm): 3، وزن هر مترمربع (kg): 1.2",کیلوگرم,برگ,1,200,1,2.5,395455,1193.76
rahsakht-150300151500000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 15*15، سایز مفتول (mm): 3، وزن هر مترمربع (kg): 0.9",کیلوگرم,برگ,1,300,1,1.8,400001,273.64
rahsakht-150400060600000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 6*6، سایز مفتول (mm): 4، وزن هر مترمربع (kg): 3.3",کیلوگرم,برگ,1,100,1,6.5,381819,98.24
rahsakht-150400101000000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 10*10، سایز مفتول (mm): 4، وزن هر مترمربع (kg): 2",کیلوگرم,برگ,1,200,1,4,381819,0
rahsakht-150600101000000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 10 * 10، سایز مفتول (mm): 6، وزن هر مترمربع (kg): 4.5",کیلوگرم,برگ,1,50,1,54,340910,0
rahsakht-150600151500000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 15 * 15، سایز مفتول (mm): 6، وزن هر مترمربع (kg): 3",کیلوگرم,برگ,1,50,1,36,340910,2739.6
rahsakht-150600202000000,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 20*20، سایز مفتول (mm): 6، وزن هر مترمربع (kg): 2.3",کیلوگرم,برگ,1,50,1,28,345455,2031.2
rahsakht-150650101000001,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 10 * 10، سایز مفتول (mm): 6.5، وزن هر مترمربع (kg): 5.5",کیلوگرم,برگ,1,50,1,66,340910,0
rahsakht-150650151500001,6,مش جوشی,"نوع مش جوشی: ساده، سایز چشمه: 15*15، سایز مفتول (mm): 6.5، وزن هر مترمربع (kg): 3.7",کیلوگرم,برگ,1,50,1,45,340910,0
rahsakht-150801101000001,6,مش جوشی,"نوع مش جوشی: آجدار، سایز چشمه: 10 * 10، سایز مفتول (mm): 8، وزن هر مترمربع (kg): 8",کیلوگرم,برگ,1,50,1,100,340910,1864
rahsakht-150801151500001,6,مش جوشی,"نوع مش جوشی: آجدار، سایز چشمه: 15*15، سایز مفتول (mm): 8، وزن هر مترمربع (kg): 5.2",کیلوگرم,برگ,1,50,1,65,340910,4058
rahsakht-1612004801500000010000,8,توری فرنگی,"عرض رول (cm): 120، سایز چشمه (Inch): 1.5، وزن رول (kg): 4.8، سایز مفتول (mm): 0.7، طول رول (m): 20",رول,رول,1,50,1,1,3045455,15.2
rahsakht-1612005501500000000000,8,توری فرنگی,"عرض رول (cm): 120، سایز چشمه (Inch): 1.5، وزن رول (kg): 5.5، سایز مفتول (mm): 0.7، طول رول (m): 20",رول,رول,1,50,1,1,3454546,14.4
rahsakht-1615006001500000010000,8,توری فرنگی,"عرض رول (cm): 150، سایز چشمه (Inch): 1.5، وزن رول (kg): 6، سایز مفتول (mm): 0.7، طول رول (m): 20",رول,رول,1,50,1,1,3590910,15.6
rahsakht-1618008201500000000000,8,توری فرنگی,"عرض رول (cm): 180، سایز چشمه (Inch): 1.5، وزن رول (kg): 8.2، سایز مفتول (mm): 0.7، طول رول (m): 20",رول,رول,1,50,1,1,4818182,7.2
rahsakht-1706003400750000000000,10,توری مرغی,"عرض رول (سانتی متر): 60، سایز چشمه (Inch): 3.4، وزن رول (kg): 3.4، طول رول (m): 45",رول,رول,1,50,1,1,2227273,8
rahsakht-1709004600750000000000,10,توری مرغی,"عرض رول (سانتی متر): 90، سایز چشمه (Inch): 3.4، وزن رول (kg): 4.6، طول رول (m): 45",رول,رول,1,50,1,1,3000001,0
rahsakht-1712005000750000000000,10,توری مرغی,"عرض رول (سانتی متر): 120، سایز چشمه (Inch): 3.4، وزن رول (kg): 5، طول رول (m): 45",رول,رول,1,50,1,1,3500001,0.4
rahsakht-1712006100750000000000,10,توری مرغی,"عرض رول (سانتی متر): 120، سایز چشمه (Inch): 3.4، وزن رول (kg): 6.1، طول رول (m): 45",رول,رول,1,50,1,1,4045455,56
rahsakht-1715007500750000000000,10,توری مرغی,"عرض رول (سانتی متر): 150، سایز چشمه (Inch): 3.4، وزن رول (kg): 7.5، طول رول (m): 45",رول,رول,1,50,1,1,4863637,18
rahsakht-1718008600750000000000,10,توری مرغی,"عرض رول (سانتی متر): 180، سایز چشمه (Inch): 3.4، وزن رول (kg): 8.6، طول رول (m): 45",رول,رول,1,50,1,1,5681819,0
rahsakht-1718009200750000000000,10,توری مرغی,"عرض رول (سانتی متر): 180، سایز چشمه (Inch): 3.4، وزن رول (kg): 9.2، طول رول (m): 45",رول,رول,1,50,1,1,6045455,0.4
rahsakht-1718011000750000000000,10,توری مرغی,"عرض رول (سانتی متر): 180، سایز چشمه (Inch): 3.4، وزن رول (kg): 11، طول رول (m): 45",رول,رول,1,50,1,1,7000001,16.8
rahsakht-1718012000750000000000,10,توری مرغی,"عرض رول (سانتی متر): 180، سایز چشمه (Inch): 3.4، وزن رول (kg): 12، طول رول (m): 45",رول,رول,1,50,1,1,7545455,25.6
rahsakht-1850191500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 5، سایز مفتول (mm): 1.9، طول رول (m): 15، وزن مترمربع (g): 840",مترمربع,رول,1,30,1,22.5,418182,990
rahsakht-1850192000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 5، سایز مفتول (mm): 1.9، طول رول (m): 15، وزن مترمربع (g): 840",مترمربع,رول,1,50,1,30,418182,2124
rahsakht-1850201500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 5، سایز مفتول (mm): 2، طول رول (m): 15، وزن مترمربع (g): 960",مترمربع,رول,1,20,1,22.5,445455,0
rahsakht-1850202000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 5، سایز مفتول (mm): 2، طول رول (m): 15، وزن مترمربع (g): 960",مترمربع,رول,1,20,1,30,445455,0
rahsakht-1850241500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 5، سایز مفتول (mm): 2.4، طول رول (m): 15، وزن مترمربع (g): 1450",مترمربع,رول,1,30,1,22.5,659091,0
rahsakht-1850242000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 5، سایز مفتول (mm): 2.4، طول رول (m): 15، وزن مترمربع (g): 1450",مترمربع,رول,1,50,1,30,659091,468
rahsakht-1850281500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 5، سایز مفتول (mm): 2.8، طول رول (m): 15، وزن مترمربع (g): 1920",مترمربع,رول,1,20,1,22.5,859091,9
rahsakht-1850282000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 5، سایز مفتول (mm): 2.8، طول رول (m): 15، وزن مترمربع (g): 1920",مترمربع,رول,1,20,1,30,859091,12
rahsakht-1850301500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 5، سایز مفتول (mm): 3، طول رول (m): 15، وزن مترمربع (g): 2250",مترمربع,رول,1,20,1,22.5,1009091,45
rahsakht-185030201500000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 5، سایز مفتول (mm): 3، طول رول (m): 15، وزن مترمربع (g): 2250",مترمربع,رول,1,20,1,30,1009091,0
rahsakht-1865191500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 6.5، سایز مفتول (mm): 1.9، طول رول (m): 15، وزن مترمربع (g): 690",مترمربع,رول,1,30,1,22.5,331819,0
rahsakht-1865192000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 6.5، سایز مفتول (mm): 1.9، طول رول (m): 15، وزن مترمربع (g): 690",مترمربع,رول,1,50,1,30,331819,744
rahsakht-1865201500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 6.5، سایز مفتول (mm): 2، طول رول (m): 15، وزن مترمربع (g): 750",مترمربع,رول,1,20,1,22.5,359091,0
rahsakht-1865202000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 6.5، سایز مفتول (mm): 2، طول رول (m): 15، وزن مترمربع (g): 750",مترمربع,رول,1,20,1,30,359091,0
rahsakht-1865221500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 6.5، سایز مفتول (mm): 2.2، طول رول (m): 15، وزن مترمربع (g): 920",مترمربع,رول,1,20,1,22.5,431819,0
rahsakht-1865222000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 6.5، سایز مفتول (mm): 2.2، طول رول (m): 15، وزن مترمربع (g): 920",مترمربع,رول,1,20,1,30,431819,0
rahsakht-1865241500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 6.5، سایز مفتول (mm): 2.4، طول رول (m): 15، وزن مترمربع (g): 1100",مترمربع,رول,1,30,1,22.5,504546,783
rahsakht-1865242000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 6.5، سایز مفتول (mm): 2.4، طول رول (m): 15، وزن مترمربع (g): 1100",مترمربع,رول,1,50,1,30,504546,1956
rahsakht-1865282000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 6.5، سایز مفتول (mm): 2.8، طول رول (m): 15، وزن مترمربع (g): 1520",مترمربع,رول,1,20,1,30,695455,0
rahsakht-1865302000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 6.5، سایز مفتول (mm): 3، طول رول (m): 15، وزن مترمربع (g): 1730",مترمربع,رول,1,20,1,30,786364,0
rahsakht-1880191500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 8، سایز مفتول (mm): 1.9، طول رول (m): 15، وزن مترمربع (g): 580",مترمربع,رول,1,30,1,22.5,281819,0
rahsakht-1880192000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 8، سایز مفتول (mm): 1.9، طول رول (m): 15، وزن مترمربع (g): 580",مترمربع,رول,1,50,1,30,281819,3396
rahsakht-1880201500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 8، سایز مفتول (mm): 2، طول رول (m): 15، وزن مترمربع (g): 630",مترمربع,رول,1,20,1,22.5,309091,18
rahsakht-1880202000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 8، سایز مفتول (mm): 2، طول رول (m): 15، وزن مترمربع (g): 630",مترمربع,رول,1,20,1,30,309091,0
rahsakht-1880211500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 8، سایز مفتول (mm): 2.1، طول رول (m): 15، وزن مترمربع (g): 680",مترمربع,رول,1,20,1,22.5,331819,0
rahsakht-1880212000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 8، سایز مفتول (mm): 2.1، طول رول (m): 15، وزن مترمربع (g): 680",مترمربع,رول,1,20,1,30,331819,0
rahsakht-1880221500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 8، سایز مفتول (mm): 2.2، طول رول (m): 15، وزن مترمربع (g): 770",مترمربع,رول,1,20,1,22.5,363637,0
rahsakht-1880222000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 8، سایز مفتول (mm): 2.2، طول رول (m): 15، وزن مترمربع (g): 770",مترمربع,رول,1,20,1,30,363637,0
rahsakht-1880241500000,12,توری حصاری,"عرض رول (m): 1.5، سایز چشمه (cm): 8، سایز مفتول (mm): 2.4، طول رول (m): 15، وزن مترمربع (g): 950",مترمربع,رول,1,30,1,22.5,440910,450
rahsakht-1880242000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 8، سایز مفتول (mm): 2.4، طول رول (m): 15، وزن مترمربع (g): 950",مترمربع,رول,1,50,1,30,440910,1536
rahsakht-1880282000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 8، سایز مفتول (mm): 2.8، طول رول (m): 15، وزن مترمربع (g): 1250",مترمربع,رول,1,20,1,30,572728,0
rahsakht-1880292000000,12,توری حصاری,"عرض رول (m): 2، سایز چشمه (cm): 8، سایز مفتول (mm): 2.9، طول رول (m): 15، وزن مترمربع (g): 1330",مترمربع,رول,1,20,1,30,604546,0
rahsakht-191242000001,14,سیم خاردار,نام کالا: سیم خاردار خطی,کیلوگرم,طاقه,1,50,1,25,440910,1403.16
rahsakht-192246000001,14,سیم خاردار,نام کالا: سیم خاردارحلقوی قطر60 سوزنی,حلقه,حلقه,1,50,1,1,8090910,29.6
rahsakht-192249000001,14,سیم خاردار,نام کالا: سیم خاردار حلقوی قطر 90  سوزنی,حلقه,حلقه,1,50,1,1,12227273,16
rahsakht-193246000001,14,سیم خاردار,نام کالا: سیم خاردار حلقوی قطر 60  ریزری,حلقه,حلقه,1,50,1,1,6954546,29.2
rahsakht-193249000001,14,سیم خاردار,نام کالا: سیم خاردار حلقوی قطر 90  ریزری,حلقه,حلقه,1,50,1,1,8590910,9.6
rahsakht-20081016100200000,9,توری فرنگی گابیون,"عرض رول (m): 1، سایز چشمه (cm): 8*10، وزن رول (kg): 9.8، سایز مفتول (mm): 1.6، طول رول (m): 20",مترمربع,رول,1,50,1,20,240910,24
rahsakht-20081016120200000,9,توری فرنگی گابیون,"عرض رول (m): 1.2، سایز چشمه (cm): 8*10، وزن رول (kg): 11.76، سایز مفتول (mm): 1.6، طول رول (m): 20",مترمربع,رول,1,50,1,24,240910,230.4
rahsakht-20081016150200000,9,توری فرنگی گابیون,"عرض رول (m): 1.5، سایز چشمه (cm): 8*10، وزن رول (kg): 14.7، سایز مفتول (mm): 1.6، طول رول (m): 20",مترمربع,رول,1,50,1,30,240910,84
rahsakht-20081016200200000,9,توری فرنگی گابیون,"عرض رول (m): 2، سایز چشمه (cm): 8*10، وزن رول (kg): 19.6، سایز مفتول (mm): 1.6، طول رول (m): 20",مترمربع,رول,1,50,1,40,240910,0
rahsakht-20081020100200000,9,توری فرنگی گابیون,"عرض رول (m): 1، سایز چشمه (cm): 8*10، وزن رول (kg): 14.8، سایز مفتول (mm): 2، طول رول (m): 20",مترمربع,رول,1,50,1,20,327273,432
rahsakht-20081020120200000,9,توری فرنگی گابیون,"عرض رول (m): 1.2، سایز چشمه (cm): 8*10، وزن رول (kg): 17.76، سایز مفتول (mm): 2، طول رول (m): 20",مترمربع,رول,1,50,1,24,327273,86.4
rahsakht-20081020150200000,9,توری فرنگی گابیون,"عرض رول (m): 1.5، سایز چشمه (cm): 8*10، وزن رول (kg): 22.2، سایز مفتول (mm): 2، طول رول (m): 20",مترمربع,رول,1,50,1,30,327273,1428
rahsakht-20081020200200000,9,توری فرنگی گابیون,"عرض رول (m): 2، سایز چشمه (cm): 8*10، وزن رول (kg): 29.6، سایز مفتول (mm): 2، طول رول (m): 20",مترمربع,رول,1,50,1,40,327273,912
rahsakht-2108103010100001,13,توری گابیون سیل بند,"عرض رول (cm): 100، سایز مفتول (mm): 3، سایز چشمه (Inch): 8*10، وزن رول (kg): 75، وزن مترمربع (kg): 1.9",کیلوگرم,رول,1,10,1,75,445455,170
rahsakht-2108103020100001,13,توری گابیون سیل بند,"عرض رول (cm): 200، سایز مفتول (mm): 3، سایز چشمه (Inch): 8*10، وزن رول (kg): 150، وزن مترمربع (kg): 1.9",کیلوگرم,رول,1,10,1,150,445455,533.6
rahsakht-2108103030100001,13,توری گابیون سیل بند,"عرض رول (cm): 300، سایز مفتول (mm): 3، سایز چشمه (Inch): 8*10، وزن رول (kg): 210، وزن مترمربع (kg): 1.9",کیلوگرم,رول,1,10,1,210,445455,995.2
rahsakht-29102018001,7,میخ,"سایز میخ (cm): 2، شماره میخ: 18*1",کیلوگرم,بسته,1,80,1,3.125,559091,137.5
rahsakht-29103016001,7,میخ,"سایز میخ (cm): 3، شماره میخ: 16*1.25",کیلوگرم,بسته,1,80,1,3.125,440910,168.75
rahsakht-29104014001,7,میخ,"سایز میخ (cm): 4، شماره میخ: 14*1.5",کیلوگرم,بسته,1,160,1,3.125,413637,155
rahsakht-29105010001,7,میخ,"سایز میخ (cm): 5 (ضخیم)، شماره میخ: 10*2",کیلوگرم,بسته,1,160,1,3.125,409091,47.5
rahsakht-29105014001,7,میخ,"سایز میخ (cm): 5، شماره میخ: 14*2",کیلوگرم,بسته,1,160,1,3.125,413637,190
rahsakht-29206001001,7,میخ,"سایز میخ (cm): 6، شماره میخ: 12*2.5",کیلوگرم,بسته,1,160,1,3.125,409091,1258.75
rahsakht-29208001001,7,میخ,"سایز میخ (cm): 8، شماره میخ: 10*3",کیلوگرم,بسته,1,160,1,3.125,409091,213.75
rahsakht-29210001001,7,میخ,"سایز میخ (cm): 10، شماره میخ: 8*4",کیلوگرم,بسته,1,160,1,3.125,409091,133.75
rahsakht-29212001001,7,میخ,"سایز میخ (cm): 12، شماره میخ: 7*5",کیلوگرم,بسته,1,160,1,3.125,409091,66.25
rahsakht-29215001001,7,میخ,"سایز میخ (cm): 15، شماره میخ: 6*6",کیلوگرم,بسته,1,160,1,3.125,409091,150
rahsakht-29220001001,7,میخ,"سایز میخ (cm): 20، شماره میخ: 4*8",کیلوگرم,بسته,1,80,1,3.125,436364,238.75
rahsakht-30105530001,16,میلگرد بستر,"نام کالا: میلگرد بستر، عرض شاخه (m): 5.5",شاخه,10 شاخه,1,50,1,10,309091,1344.4
rahsakht-30111030001,16,میلگرد بستر,"نام کالا: میلگرد بستر، عرض شاخه (m): 11",شاخه,10 شاخه,1,50,1,10,313637,1884
rahsakht-30115030001,16,میلگرد بستر,"نام کالا: میلگرد بستر، عرض شاخه (m): 15",شاخه,10 شاخه,1,50,1,10,322728,1406.8
rahsakht-30300000001,16,میلگرد بستر,"نام کالا: گیره، عرض شاخه (m): _",عدد,10 عدد,1,50,1,10,50001,1370.8
rahsakht-30400000001,16,میلگرد بستر,"نام کالا: قلاب، عرض شاخه (m): _",عدد,10 عدد,1,50,1,10,40910,169.2
