کد کالا,نام گروه کالایی,قیمت پایه,ضریب,واحد اصلی,واحد فرعی,حداقل سفارش,حداکثر سفارش,شمارنده,موجودی,نام پشم شیشه
33051412015001,پشم شیشه,1030000,1,رول,رول,1,100,1,100,پـشـم شــیـشــه 5 سانت d14 آریانا
